angDist,_RAJ2000,_DEJ2000,recno,RAJ2000,DEJ2000,Names,PGCName,FILEN,z,OV,Fam,IV,ST,T,F,CVRHS,SimbadName,NED,SDSS,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,q_mode,cl,m_SDSS,flags,ObsDate,Q,zsp,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag
0.043457,180.0342917,42.4271944,1564,12 00 08.23,+42 25 37.9,2MASX J12000824+4225374,2198665.0,220572,0.05,(R1),SAB,"(_rs,bl)",Sb,3,0.5,"(R1)SAB(_rs,bl)b",2MASX J12000824+4225374,NED,J120008.23+422537.9,180.034296,42.427206,0.045,0.044,0,,3,,0000001010021010,2003.2475,3,0.04995,17.355,0.02,15.614,0.003,14.791,0.002,14.373,0.002,14.041,0.005
0.096675,180.130625,31.9475833,1567,12 00 31.35,+31 56 51.3,NGC 4031,37855.0,130165,0.026,,SAB,(_rs),Sb,3,0.5,SAB(_rs)b pec,NGC 4031,NED,J120031.34+315651.2,180.130602,31.947565,0.068,0.056,3,,3,,0000001890021010,2004.3157,3,,16.136,0.012,14.887,0.003,14.229,0.002,13.899,0.002,13.636,0.004
0.130403,180.269625,56.3702222,1572,12 01 04.71,+56 22 12.8,MCG +09-20-064,37904.0,48658,0.065,"(R,L)",SAB,(r),S0/a,0,0.5,"(R,L)SAB(r)0/a",MCG+09-20-064,NED,J120104.72+562212.7,180.269666,56.370194,0.06,0.057,6,,3,,0000000010021010,2001.9671,2,0.06475,17.73,0.024,15.806,0.003,14.858,0.003,14.412,0.003,14.07,0.005
0.048409,180.5956667,4.3298056,1577,12 02 22.96,+04 19 47.3,NGC 4043,38010.0,197603,0.022,(RPL),SA,"(_rs,nrl)",S0/a,0,0.0,"(RPL)SA(_rs,nrl)0/a",NGC 4043,NED,J120222.96+041947.3,180.595672,4.329818,0.056,0.044,0,,3,,0000000010021010,2001.29,2,0.02141,15.384,0.006,13.922,0.002,13.145,0.002,12.741,0.002,12.435,0.002
0.027883,180.7712083,5.1746944,1581,12 03 05.09,+05 10 28.9,CGCG 041-030,38062.0,198174,0.039,(RP),SB,(s),Sab,2,1.0,(RP)SB(s)ab,2MASX J12030509+0510289,NED,J120305.09+051028.9,180.771216,5.174696,0.045,0.044,90,,3,,0000200010020010,2001.29,2,0.03862,17.003,0.016,15.013,0.002,14.12,0.002,13.688,0.002,13.353,0.004
0.070829,180.9349167,1.8359722,1586,12 03 44.38,+01 50 09.5,2MASX J12034435+0150095,38118.0,17426,0.019,,SB,(r),S0+,-1,1.0,SB(r)0^+^,2dFGRS TGN382Z186,NED,J120344.37+015009.5,180.934898,1.835978,0.056,0.052,0,,3,,0000000010020010,2000.343,3,0.01936,16.928,0.026,15.068,0.003,14.254,0.002,13.872,0.002,13.567,0.005
0.334155,181.1236667,20.3162222,1590,12 04 29.68,+20 18 58.4,NGC 4074,38207.0,237024,0.022,,SA,(r),S0+,-1,0.0,SA(r)0^+^ / E4-5,NGC 4074,NED,J120429.66+201858.6,181.123592,20.316283,0.062,0.062,0,,3,,0000001010020010,2005.2521,3,0.02263,16.408,0.011,14.586,0.002,13.775,0.002,13.367,0.002,13.009,0.003
0.043728,181.136625,22.2748056,1591,12 04 32.79,+22 16 29.3,CGCG 1202.0+2234,,163753,0.028,(RL),SB_a0,,S0+,-1,1.0,(RL)SB_a0^+^,2MASX J12043278+2216291,NED,J120432.78+221629.2,181.136617,22.274796,0.066,0.053,1,,3,,0000001010021010,2005.1892,3,0.02784,17.013,0.014,15.155,0.002,14.32,0.002,13.939,0.002,13.643,0.003
0.058493,181.1805,31.1772778,1592,12 04 43.32,+31 10 38.2,UGC 07064,38227.0,153591,0.025,(RP),SAB,(_rs),Sa,1,0.5,(RP)SAB(_rs)a,UGC 7064,NED,J120443.31+311038.2,181.180493,31.177293,0.057,0.056,90,,3,,0000001090021010,2004.9568,2,0.02492,15.448,0.006,14.012,0.002,13.33,0.002,12.972,0.002,12.708,0.002
0.075399,181.1966667,-2.7200833,1593,12 04 47.20,-02 43 12.3,UGC 07065,38237.0,4324,0.02,(R1P),SB,"(r,bl)",Sb,3,1.0,"(R1P)SB(r,bl)b",UGC 7065,NED,J120447.20-024312.2,181.196687,-2.720078,0.048,0.041,90,,3,,0000000010021010,2000.1709,2,0.01959,16.306,0.01,14.747,0.002,14.004,0.002,13.623,0.002,13.297,0.003
0.06039,181.2046667,14.4960278,1594,12 04 49.12,+14 29 45.7,CGCG 098-047,38234.0,111933,0.023,(R1P),SB,"(r,bl)",Sa,1,1.0,"(R1P)SB(r,bl)a",MCG+03-31-035,NED,J120449.11+142945.7,181.20465,14.496032,0.06,0.053,90,,3,,0000001010021010,2004.075,2,0.02309,16.751,0.015,14.847,0.002,14.046,0.002,13.656,0.002,13.332,0.003
0.068328,181.2199583,58.2190278,1595,12 04 52.79,+58 13 08.5,ARK 348,38246.0,49304,0.035,(R1P),SAB_a,"(p,rs)",Sa,1,0.5,"(R1P)SAB_a(p,rs)a",MCG+10-17-136,NED,J120452.78+581308.5,181.219948,58.219046,0.051,0.043,3,,3,,0000000010021010,2001.9671,2,0.03475,17.278,0.017,15.558,0.003,14.737,0.002,14.355,0.003,14.068,0.004
0.069192,181.3369167,2.5342778,1599,12 05 20.86,+02 32 03.4,2MASX J12052087+0232031,1229937.0,18712,0.022,(R1),SAB,(irpl),S0+,-1,0.5,(R1)SAB(irpl)0^+^,2MASX J12052087+0232031,NED,J120520.86+023203.4,181.336934,2.534286,0.057,0.042,90,,3,,0000000090021010,2000.343,3,0.02171,17.287,0.015,15.834,0.003,15.09,0.003,14.734,0.003,14.425,0.005
0.074858,181.398125,22.3089722,1601,12 05 35.55,+22 18 32.3,2MASX J12053555+2218317,3089773.0,163758,0.03,(R1PR2P),SAB_a,(irpl),Sab,2,0.5,(R1PR2P)SAB_a(irpl)ab,2MASX J12053555+2218317,NED,J120535.54+221832.2,181.398103,22.308968,0.067,0.053,1,,3,,0000001010021010,2005.1892,3,0.03003,17.377,0.015,15.683,0.003,14.959,0.002,14.597,0.002,14.312,0.004
0.047235,181.538,-2.9481389,1604,12 06 09.12,-02 56 53.3,CGCG 013-075,38372.0,2529,0.026,(R2P),S_AB,(irpl),Sab,2,0.25,(R2P)S_AB(irpl)ab,MCG+00-31-035,NED,J120609.11-025653.2,181.537987,-2.948137,0.042,0.041,0,,3,,0000000010021210,2000.1162,2,0.0256,16.76,0.011,14.875,0.002,14.065,0.002,13.663,0.002,13.349,0.003
0.070692,181.5504583,21.2261944,1605,12 06 12.11,+21 13 34.3,MRK 0647,38376.0,165815,0.023,(L),SA,(_rs),S0/a,0,0.0,(L)SA(_rs)0/a,Mrk 647,NED,J120612.10+211334.3,181.550439,21.226202,0.065,0.057,92,,3,,0004001090021010,2005.1945,2,0.02257,16.731,0.012,15.705,0.003,15.178,0.003,14.915,0.003,14.66,0.006
0.008064,181.7140833,20.8187222,1612,12 06 51.38,+20 49 07.4,CGCG 128-030,38420.0,176580,0.024,(RP),SAB,(_rs),Sa,1,0.5,(RP)SAB(_rs)a,MCG+04-29-027,NED,J120651.38+204907.3,181.714083,20.81872,0.079,0.057,1,,3,,0000001010020030,2005.3561,3,0.02432,16.425,0.014,14.776,0.002,13.996,0.002,13.581,0.002,13.258,0.003
0.052515,181.7697917,9.1133056,1614,12 07 04.75,+09 06 47.9,CGCG 069-053,38442.0,75150,0.034,(R1L),SA,(r),S0+,-1,0.0,(R1L)SA(r)0^+^,2MASX J12070477+0906477,NED,J120704.75+090647.9,181.769801,9.113317,0.061,0.054,0,,3,,0000201010020010,2002.9445,2,0.03444,16.878,0.013,15.414,0.003,14.579,0.002,14.144,0.002,13.831,0.004
0.03111,181.7853333,32.9958889,1616,12 07 08.48,+32 59 45.2,NGC 4113,38451.0,132570,0.027,(R1P),SA_B,"(_rs,nr)",Sab,2,0.75,"(R1P)SA_B(_rs,nr)ab",NGC 4122,NED,J120708.47+325945.1,181.785324,32.995885,0.053,0.049,0,,3,,0000001810021210,2004.3621,3,0.02658,15.799,0.006,14.702,0.002,14.11,0.002,13.8,0.002,13.573,0.003
0.055376,181.8195417,32.0756111,1617,12 07 16.69,+32 04 32.2,CGCG 158-026,38465.0,131846,0.03,(L),SA,"(r,l)",S0/a,0,0.0,"(L)SA(r,l)0/a",MCG+05-29-018,NED,J120716.69+320432.1,181.819549,32.075597,0.066,0.064,90,,3,,0000901010021010,2004.3621,3,0.02964,16.449,0.012,14.592,0.002,13.763,0.002,13.367,0.002,13.097,0.003
0.094735,181.8274583,16.8414444,1618,12 07 18.59,+16 50 29.2,KUG 1204+171,38470.0,181061,0.023,(R2P),SAB,(rs),Scd,6,0.5,(R2P)SAB(rs)cd,2MASX J12071856+1650288,NED,J120718.58+165029.1,181.827434,16.841432,0.076,0.065,2,,3,,0000001010021010,2005.4161,3,0.02305,16.648,0.015,15.572,0.003,15.103,0.003,14.904,0.003,14.689,0.008
0.061064,181.8859167,32.813,1621,12 07 32.62,+32 48 46.8,IC 3003,38490.0,130594,0.026,(R),SAB,"(r,bl)",S0+,-1,0.5,"(R)SAB(r,bl)0^+^",IC 3003,NED,J120732.62+324846.7,181.885931,32.812988,0.056,0.043,2,,3,,0000001010021010,2004.3157,3,0.02611,16.507,0.011,14.568,0.002,13.729,0.002,13.321,0.002,13.004,0.003
0.050048,182.0160417,0.3788056,1625,12 08 03.85,+00 22 43.7,2MASX J12080385+0022436,1164444.0,244160,0.04,(L),SB,"(r,bl)",S0/a,0,1.0,"(L)SB(r,bl)0/a",2MASX J12080385+0022436,NED,J120803.85+002243.6,182.016054,0.378799,0.047,0.041,90,,3,,0000901010021010,1999.2206,3,0.04061,18.053,0.028,15.992,0.003,15.122,0.003,14.731,0.003,14.461,0.006
0.082323,182.09975,11.1766111,1627,12 08 23.94,+11 10 35.8,IC 3012,38546.0,76157,0.032,(R1P),S_AB,(_rs),Sab,2,0.25,(R1P)S_AB(_rs)ab,IC 3012,NED,J120823.93+111035.7,182.099729,11.176601,0.069,0.052,0,,3,,0000001010021010,2002.9445,3,0.03241,17.3,0.022,15.407,0.003,14.542,0.002,14.142,0.003,13.816,0.004
0.014989,182.1075,22.4166389,1628,12 08 25.80,+22 24 59.9,2MASX J12082582+2224594,1669474.0,163768,0.022,(RPL),SAB,(rs),Sb,3,0.5,(RPL)SAB(rs)b,2MASX J12082582+2224594,NED,J120825.80+222459.9,182.107504,22.416641,0.069,0.052,1,,3,,0000001010020010,2005.1892,3,0.02232,16.789,0.012,15.317,0.003,14.581,0.002,14.192,0.002,13.907,0.004
0.074504,182.2828333,37.1109167,1634,12 09 07.88,+37 06 39.3,KUG 1206+373,38597.0,114153,0.022,(RP),SB,(rs),Scd,6,1.0,(RP)SB(rs)cd,2MASX J12090783+3706434,NED,J120907.87+370639.3,182.282809,37.110924,0.053,0.051,0,,3,,0004001010021030,2004.0834,2,0.02186,17.072,0.017,15.912,0.003,15.371,0.003,15.113,0.004,14.997,0.013
0.041643,182.3612917,40.8318333,1635,12 09 26.71,+40 49 54.6,KUG 1206+411,38631.0,229278,0.023,"(RP,RP)",SA,(l),Sb,3,0.0,"(RP,RP)SA(l)b pec",2MASX J12092667+4049547,NED,J120926.71+404954.6,182.3613,40.831843,0.04,0.039,90,,3,,0000001090021010,2003.3162,3,0.02326,16.568,0.012,15.226,0.003,14.609,0.002,14.277,0.002,14.033,0.004
0.122105,182.387125,17.0142778,1637,12 09 32.91,+17 00 51.4,II Zw 057,38634.0,183688,0.022,(RP),SA_B,,Sab,2,0.75,(RP)SA_Bab pec,MCG+03-31-049,NED,J120932.90+170051.3,182.387093,17.014263,0.064,0.057,0,,3,,0000001090021010,2005.427,3,0.02239,16.099,0.009,14.318,0.002,13.563,0.002,13.202,0.002,12.92,0.003
0.082654,182.4154167,62.8550556,1638,12 09 39.70,+62 51 18.2,CGCG 315-020,38661.0,200396,0.044,(RP),SA,"(r,nrl)",Sab,2,0.0,"(RP)SA(r,nrl)ab",MCG+11-15-030,NED,J120939.68+625118.2,182.415369,62.855063,0.04,0.039,90,,3,,0000001010021010,2001.3777,2,0.04443,16.671,0.014,15.215,0.003,14.513,0.002,14.112,0.002,13.789,0.005
0.007172,182.49225,19.9187222,1640,12 09 58.14,+19 55 07.4,CGCG 098-074,38686.0,236780,0.025,(R1L),SB,"(irpl,bl)",S0/a,0,1.0,"(R1L)SB(irpl,bl)0/a",2MASX J12095814+1955077,NED,J120958.14+195507.4,182.492252,19.918722,0.082,0.061,1,,3,,0000001090021010,2005.2521,2,,17.116,0.018,15.498,0.003,14.733,0.002,14.346,0.002,14.027,0.004
0.096124,182.5332083,35.8776111,1641,12 10 07.97,+35 52 39.4,NGC 4148,38704.0,128883,0.017,(RP),SA,(rs),Sa,1,0.0,(RP)SA(rs)a,NGC 4148,NED,J121007.96+355239.3,182.533176,35.877606,0.046,0.045,0,,3,,00000010900A1010,2004.291,3,0.02254,15.739,0.009,13.932,0.002,13.071,0.002,12.643,0.002,12.355,0.002
0.108431,182.6964583,23.0440556,1649,12 10 47.15,+23 02 38.6,2MASX J12104713+2302387,1680422.0,168640,0.064,(RP),SA,(rs),Sab,2,0.0,(RP)SA(rs)ab,2MASX J12104713+2302387,NED,J121047.14+230238.6,182.696429,23.044069,0.081,0.068,2,,3,,0000001010000010,2005.1946,2,0.06455,18.183,0.042,16.003,0.004,15.082,0.003,14.701,0.003,14.474,0.006
0.016029,182.760625,36.9983056,1651,12 11 02.55,+36 59 53.9,KUG 1208+372,,117699,0.023,(RP),SB,(s),Sd,7,1.0,(RP)SB(s)d,MCG+06-27-021,NED,J121102.55+365953.9,182.760624,36.99831,0.045,0.042,0,,3,,0000000810021010,2004.2065,2,0.02347,17.079,0.023,15.897,0.004,15.316,0.003,15.001,0.003,14.836,0.009
0.099941,182.8415417,19.0884444,1655,12 11 21.97,+19 05 18.4,CGCG 098-087,38818.0,236322,0.025,(RP),SB_a,(irpl),Sa,1,1.0,(RP)SB_a(irpl)a,MCG+03-31-063,NED,J121121.96+190518.4,182.841522,19.088465,0.062,0.051,1,,3,,0000001010021010,2005.2521,3,0.02535,16.721,0.01,14.91,0.002,14.102,0.002,13.712,0.002,13.423,0.003
0.071082,182.8425,35.8438333,1656,12 11 22.20,+35 50 37.8,MCG +06-27-024,38814.0,128885,,(RL),SB_a,"(r,bl)",S0+,-1,1.0,"(RL)SB_a(r,bl)0^+^",MCG+06-27-024,NED,J121122.19+355037.7,182.842481,35.843821,0.047,0.046,0,,3,,0000901010021210,2004.291,3,,17.226,0.026,15.941,0.005,15.246,0.004,14.913,0.004,14.743,0.01
0.08672,183.2010833,-2.7246111,1668,12 12 48.26,-02 43 28.6,CGCG 013-103,38946.0,4331,0.038,(RP),SA,(s),Sa,1,0.0,(RP)SA(s)a pec,2dFGRS TGN180Z279,NED,J121248.26-024328.6,183.201106,-2.724619,0.046,0.042,90,,3,,0000000010021010,2000.1709,2,0.03805,17.023,0.019,15.289,0.003,14.409,0.002,13.959,0.002,13.563,0.004
0.104167,183.263875,21.0240833,1670,12 13 03.33,+21 01 26.7,2MASX J12130331+2101265,139760.0,176588,0.025,(R1),SB_,,S0/a,0,1.0,(R1)SB_a0/a,2MASX J12130331+2101265,NED,J121303.32+210126.6,183.26386,21.024058,0.076,0.059,1,,3,,0000001090020010,2005.3561,3,0.02394,17.042,0.019,15.462,0.003,14.656,0.002,14.253,0.003,13.901,0.004
0.05401,183.3969167,35.8001667,1674,12 13 35.26,+35 48 00.6,2MASX J12133526+3548002,2070180.0,122940,0.034,(RL),SB,,S0+,-1,1.0,(RL)SB0^+^,2MASX J12133526+3548002,NED,J121335.25+354800.6,183.396899,35.800171,0.051,0.043,92,,3,,0000001010021010,2004.2827,3,0.03358,17.866,0.02,16.0,0.003,15.178,0.003,14.806,0.003,14.483,0.004
0.009272,183.4795833,42.7210833,1675,12 13 55.10,+42 43 15.9,MRK 1467,39043.0,224906,0.053,(R2P),SAB_a,(irpl),Sb,3,0.5,(R2P)SAB_a(irpl)b,Mrk 1467,NED,J121355.09+424315.9,183.47958,42.721084,0.046,0.044,90,,3,,0000001090020010,2003.3133,3,,17.643,0.022,15.898,0.003,15.065,0.003,14.634,0.003,14.279,0.005
0.092718,183.5352083,19.3366389,1677,12 14 08.45,+19 20 11.9,CGCG 098-112,39063.0,175040,0.051,(R1P),SA_B,"(r,bl)",Sa,1,0.75,"(R1P)SA_B(r,bl)a",2MASX J12140845+1920120,NED,J121408.44+192011.8,183.535182,19.336632,0.08,0.065,0,,3,,0000001090020010,2005.3561,3,0.05021,16.955,0.019,15.205,0.003,14.389,0.002,13.949,0.002,13.607,0.004
0.05928,183.5870833,32.4496111,1680,12 14 20.90,+32 26 58.6,MCG +06-27-035,39078.0,130411,0.022,,SAB,"(r,bl)",S0+,-1,0.5,"SAB(r,bl)0^+^",MCG+06-27-035,NED,J121420.89+322658.6,183.587067,32.44962,0.052,0.051,0,,3,,0000001010021010,2004.3158,3,0.02169,17.122,0.021,15.476,0.003,14.748,0.003,14.373,0.003,14.112,0.005
0.048777,183.6598333,43.5361944,1685,12 14 38.36,+43 32 10.3,CGCG 215-054,39115.0,221031,0.024,,SA,(rs),S0/a,0,0.0,SA(rs)0/a,2MASX J12143841+4332102,NED,J121438.35+433210.3,183.659819,43.536203,0.033,0.032,90,,3,,0000200090020010,2003.2475,3,0.02428,16.169,0.008,14.932,0.002,14.423,0.002,14.13,0.002,13.904,0.004
0.01712,183.848875,20.3538056,1687,12 15 23.73,+20 21 13.7,2MASX J12152375+2021133,3089975.0,237045,0.065,(R1R2P),SAB,(irpl),Sab,2,0.5,(R1R2P)SAB(irpl)ab,2MASX J12152375+2021133,NED,J121523.73+202113.7,183.84888,20.353806,0.064,0.058,90,,3,,0000001890021010,2005.2521,3,0.06486,17.448,0.016,15.951,0.003,15.229,0.003,14.839,0.003,14.536,0.005
0.1227,183.920875,65.6593611,1690,12 15 41.01,+65 39 33.7,2MASX J12154092+6539343,2679484.0,29970,0.058,(RP),SAB,(_rs),Sbc,4,0.5,(RP)SAB(_rs)bc,2MASX J12154092+6539343,NED,J121540.99+653933.8,183.920824,65.659388,0.037,0.034,90,,3,,0000000010021010,2001.2136,2,0.05851,17.583,0.021,15.956,0.003,15.267,0.003,14.912,0.003,14.628,0.006
0.076341,183.9795417,23.5955556,1694,12 15 55.09,+23 35 44.0,IC 3075,39240.0,165525,0.021,(R),SA_B_a,(l),S0+,-1,0.75,(R)SA_B_a(l)0^+^,IC 3075,NED,J121555.08+233543.9,183.97952,23.595548,0.062,0.054,0,,3,,0000001090021010,2005.1892,3,0.02149,16.521,0.011,14.635,0.002,13.818,0.002,13.427,0.002,13.131,0.003
0.078441,184.1404167,33.5220556,1701,12 16 33.70,+33 31 19.4,NGC 4227,39329.0,132953,0.021,(RL),SA,(r),S0+,-1,0.0,(RL)SA(r)0^+^,NGC 4227,NED,J121633.69+333119.4,184.140391,33.52206,0.05,0.046,90,,3,,0000001010021010,2004.3621,2,,15.307,0.006,13.364,0.002,12.544,0.002,12.15,0.002,11.882,0.002
0.04321,184.161625,33.5608889,1702,12 16 38.79,+33 33 39.2,NGC 4229,39341.0,130971,0.022,(RL),SB_,,S0+,-1,1.0,(RL)SB_a0^+^,NGC 4229,NED,J121638.78+333339.2,184.161611,33.560892,0.052,0.044,0,,3,,0000001010021010,2004.3158,3,0.02261,15.874,0.009,14.03,0.002,13.255,0.002,12.874,0.002,12.612,0.002
0.049087,184.2475,27.0961944,1706,12 16 59.40,+27 05 46.3,2MASX J12165940+2705465,3089313.0,154500,0.037,(R1P),SA_B,(rl),S0/a,0,0.75,(R1P)SA_B(rl)0/a,2MASX J12165940+2705465,NED,J121659.39+270546.2,184.247485,27.096192,0.065,0.058,90,,3,,0000001010021030,2004.9732,3,0.03659,17.493,0.018,15.858,0.003,15.086,0.003,14.694,0.003,14.401,0.005
0.07788,184.5477917,28.5443889,1714,12 18 11.47,+28 32 39.8,2MASX J12181149+2832400,1838882.0,155533,0.029,,SB,(rl),S0+,-1,1.0,SB(rl)0^+^,2MASX J12181149+2832400,NED,J121811.46+283239.7,184.547773,28.544375,0.064,0.063,0,,3,,0000001010020010,2004.9732,3,0.02851,17.763,0.022,15.895,0.003,15.083,0.003,14.672,0.003,14.353,0.004
0.095525,184.826375,30.3419722,1719,12 19 18.33,+30 20 31.1,CGCG 158-063,39650.0,153033,0.026,(R1),S_AB,"(r,bl)",S0+,-1,0.25,"(R1)S_AB(r,bl)0^+^",2MASX J12191836+3020306,NED,J121918.32+302031.0,184.826347,30.341961,0.064,0.062,90,,3,,0000001010021010,2004.9568,2,0.02599,17.226,0.019,15.411,0.003,14.636,0.002,14.242,0.002,13.953,0.005
0.138376,185.0415,8.6446389,1726,12 20 09.96,+08 38 40.7,VCC 0395,39767.0,223745,0.025,(R1P),SA,(rs),Sb,3,0.0,(R1P)SA(rs)b,MCG+02-32-006,NED,J122009.95+083840.6,185.041462,8.644631,0.066,0.049,0,,3,,0000001010021010,2003.2481,3,0.02453,16.201,0.014,14.745,0.002,14.001,0.002,13.599,0.002,13.313,0.004
0.039137,185.1805417,50.8575278,1731,12 20 43.33,+50 51 27.1,2MASX J12204336+5051274,3477398.0,238766,0.049,(R1P),SA,(r),Sb,3,0.0,(R1P)SA(r)b,2MASX J12204336+5051274,NED,J122043.33+505127.1,185.180559,50.857528,0.061,0.059,0,,3,,0000001010021110,2002.2188,2,0.04899,17.818,0.026,15.915,0.003,15.095,0.003,14.685,0.003,14.383,0.005
0.07561,185.1939167,57.7926944,1732,12 20 46.54,+57 47 33.7,MCG +10-18-028,39884.0,49165,0.032,(R1P),SAB,(rs),Sa,1,0.5,(R1P)SAB(rs)a,MCG+10-18-028,NED,J122046.54+574733.6,185.193951,57.792684,0.063,0.051,0,,3,,0000000010021010,2001.9671,2,0.03247,16.743,0.012,15.283,0.002,14.583,0.002,14.225,0.002,13.943,0.004
0.080402,185.1980417,58.0925,1733,12 20 47.53,+58 05 33.0,NGC 4290,39859.0,86952,0.01,(RP),SB_a,(rs),Sb,3,1.0,(RP)SB_a(rs)b,NGC 4290,NED,J122047.52+580533.0,185.198003,58.092509,0.05,0.039,90,,3,,0000201810021010,2003.1879,2,0.01005,14.715,0.005,13.182,0.002,12.371,0.002,11.954,0.002,11.687,0.002
0.058079,185.2129167,8.3216389,1735,12 20 51.10,+08 19 17.9,2MASX J12205108+0819180,1344452.0,223578,0.072,(R),SA,,S0+,-1,0.0,(R)SA0^+^,2MASX J12205108+0819180,NED,J122051.10+081917.8,185.212923,8.321624,0.063,0.055,0,,3,,0000001010000010,2003.2481,3,,17.751,0.029,15.946,0.004,15.082,0.003,14.637,0.003,14.35,0.005
0.078985,185.44,10.5956389,1743,12 21 45.60,+10 35 44.3,IC 3199,39983.0,63145,0.026,(R1L),SAB_a,"(rl,bl)",S0/a,0,0.5,"(R1L)SAB_a(rl,bl)0/a",IC 3199,NED,J122145.59+103544.2,185.439998,10.595617,0.05,0.05,0,,3,,0000000010021010,2002.1938,3,0.02648,16.661,0.012,14.735,0.002,13.871,0.002,13.437,0.002,13.148,0.003
0.05658,185.4768333,31.6808611,1745,12 21 54.44,+31 40 51.1,2MASX J12215446+3140510,3787399.0,131543,0.059,(RP),SA_B,(s:),Sbc,4,0.75,(RP)SA_B(s:)bc,2MASX J12215446+3140510,NED,J122154.43+314051.0,185.476823,31.680848,0.056,0.054,0,,3,,0000001010020010,2004.3621,3,0.05863,17.312,0.019,15.715,0.003,15.058,0.003,14.697,0.003,14.389,0.005
0.068059,185.5292917,55.8191111,1746,12 22 07.03,+55 49 08.8,MCG +09-20-157,40039.0,47000,0.037,(R_L),SAB_a,(l),S0o,-2,0.5,(R_L)SAB_a(l)0^o,MCG+09-20-157,NED,J122207.02+554908.8,185.529267,55.819124,0.049,0.042,0,,3,,0000000010021010,2001.9641,2,0.03668,16.966,0.015,15.076,0.002,14.23,0.002,13.815,0.002,13.52,0.003
0.08759,185.7765833,14.4583333,1752,12 23 06.38,+14 27 30.0,IC 3238,40182.0,111978,0.042,(RL),SA,(l),S0o,-2,0.0,(RL)SA(l)0^o,IC 3238,NED,J122306.37+142729.9,185.776561,14.458322,0.062,0.057,0,,3,,0000001010020010,2004.075,2,,16.78,0.011,14.935,0.002,14.117,0.002,13.746,0.002,13.464,0.003
0.787381,185.8185417,57.4840278,1754,12 23 16.45,+57 29 02.5,UGC 07460,40203.0,48994,0.033,(R2P),SA,(l),Sb,3,0.0,(R2P)SA(l)b,UGC 7460,NED,J122316.43+572903.2,185.81848,57.484244,0.069,0.057,0,,3,,00002000900A0014,2001.9671,2,0.03271,17.195,0.016,15.294,0.003,14.434,0.002,14.036,0.002,13.748,0.004
0.048887,185.8794583,55.6565278,1755,12 23 31.07,+55 39 23.5,SBS 1221+559,40219.0,47005,0.031,(R),S_AB,(l),S0+,-1,0.25,(R)S_AB(l)0^+^,MCG+09-20-163,NED,J122331.06+553923.5,185.879438,55.656535,0.049,0.042,0,,3,,0000000010020010,2001.9641,3,0.03108,17.033,0.012,15.174,0.002,14.395,0.002,13.998,0.002,13.678,0.003
0.03821,186.0044167,36.1558889,1758,12 24 01.06,+36 09 21.2,2MASX J12240105+3609211,2075883.0,123115,0.033,(R1),SAB,(_rs),Sab,2,0.5,(R1)SAB(_rs)ab,2MASX J12240105+3609211,NED,J122401.05+360921.1,186.004405,36.155884,0.046,0.046,0,,3,,0000001010021010,2004.2828,3,0.03346,17.282,0.019,15.867,0.003,15.09,0.003,14.696,0.003,14.467,0.005
0.040813,186.2041667,8.8002778,1763,12 24 49.00,+08 48 01.0,VCC 0749,40426.0,61187,0.024,(L),SAB,"(r,bl)",S0/a,0,0.5,"(L)SAB(r,bl)0/a",2MASX J12244901+0848013,NED,J122448.99+084801.0,186.204157,8.800284,0.048,0.045,0,,3,,0000000090021010,2002.1938,3,0.024,16.751,0.016,15.189,0.003,14.462,0.002,14.099,0.002,13.828,0.005
0.027856,186.3093333,16.1203056,1766,12 25 14.24,+16 07 13.1,2MASX J12251427+1607129,3788548.0,112846,0.031,(RP),S_AB,(_rs),Sb,3,0.25,(RP)S_AB(_rs)b,2MASX J12251427+1607129,NED,J122514.24+160713.1,186.309339,16.120311,0.061,0.046,0,,3,,0000001010000010,2004.075,2,0.03066,17.116,0.02,15.588,0.003,14.861,0.003,14.475,0.003,14.171,0.005
0.055253,186.345375,31.8265556,1770,12 25 22.89,+31 49 35.6,CGCG 158-103,40510.0,131552,0.038,(R2P),SAB,(l),Sb,3,0.5,(R2P)SAB(l)b,FIRST J122522.9+314935,NED,J122522.88+314935.6,186.345357,31.826556,0.055,0.055,0,,3,,0000901010020010,2004.3621,3,0.03804,16.859,0.013,15.394,0.003,14.69,0.002,14.284,0.002,13.969,0.004
0.061971,186.3529583,52.5281111,1772,12 25 24.71,+52 31 41.2,2MASX J12252475+5231410,3401999.0,204458,0.043,(RL),SA_B_a,(_rs),S0+,-1,0.75,(RL)SA_B_a(_rs)0^+^,2MASX J12252475+5231410,NED,J122524.70+523141.1,186.352942,52.528097,0.052,0.047,0,,3,,0000001010020010,2001.9697,2,0.04341,17.447,0.019,15.544,0.003,14.72,0.002,14.317,0.002,13.982,0.004
0.133395,186.6249583,54.1792222,1781,12 26 29.99,+54 10 45.2,MCG +09-20-176,40684.0,63932,0.035,(RP),SA,,Sa,1,0.0,(RP)SAa sp,MCG+09-20-176,NED,J122630.00+541045.1,186.625009,54.1792,0.041,0.038,0,,3,,0000200010021010,2002.2482,2,0.03482,16.988,0.018,15.082,0.002,14.244,0.002,13.817,0.002,13.47,0.003
