RAh,RAM,RAs,DE-,DEd,DEm,DEs,Names,PGCName,FILEN,z,OV,Fam,IV,ST,T,F,CVRHS,RA,coord,RAdeg,DECdeg,SDSS,RAdeg_x,DEdeg,errHalfMaj,errHalfMin,errPosAng,q_mode,cl,m_SDSS,flags,ObsDate,Q,zsp,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,angDist
7,52,34.33,+,29,20,49.8,SDSS J075234.32+292049.7,3444084,44742,0.060,(RP),SA_B,,Sc,5,0.75,(RP)SA_Bc pec,7 52 34.33 +29 20 49.8,7 52 34.33 +29 20 49.8,118.14304166666666,29.347166666666666,J075234.32+292049.7,118.143019,29.347144,0.077,0.066,48.0,,3,,0000000010021210,2001.8902,3,0.06011,19.954,0.068,18.135,0.007,17.232,0.005,16.79,0.005,16.453,0.012,0.108308
7,52,35.13,+,24,48,32.6,2MASX J07523508+2448322,1717024,53039,0.092,(R),S_AB,(l),S0+,-1,0.25,(R)S_AB(l)0^+^:,7 52 35.13 +24 48 32.6,7 52 35.13 +24 48 32.6,118.14637499999999,24.809055555555556,J075235.12+244832.4,118.146361,24.809025,0.079,0.073,45.0,,3,,0000000090020110,2002.0379,3,0.09217,19.735,0.072,17.899,0.008,16.864,0.005,16.384,0.005,16.014,0.011,0.11883
7,52,36.87,+,52,24,22.1,2MASX J07523687+5224221,2414133,9391,0.052,(R),SB,(r),Sa,1,1.0,(R)SB(r)a,7 52 36.87 +52 24 22.1,7 52 36.87 +52 24 22.1,118.15362499999999,52.40613888888889,J075236.88+522421.9,118.153693,52.406109,0.055,0.055,0.0,,3,,0000000010020010,2003.9133,2,0.05212,18.171,0.035,16.131,0.004,15.181,0.003,14.692,0.003,14.316,0.005,0.18405
7,52,41.27,+,52,33,48.5,2MASX J07524123+5233479,2418109,9395,0.103,(R2P),SAB,(s),Sa,1,0.5,(R2P)SAB(s)a:,7 52 41.27 +52 33 48.5,7 52 41.27 +52 33 48.5,118.17195833333332,52.56347222222222,J075241.27+523348.3,118.171989,52.563441,0.055,0.054,0.0,,3,,0000001010000110,2003.9133,2,0.10271,19.481,0.071,17.413,0.006,16.368,0.004,15.869,0.004,15.471,0.008,0.130752
7,52,55.23,+,15,8,24.5,2MASX J07525521+1508249,1476379,26487,0.050,(R2P),S_AB,(s),Sb,3,0.25,(R2P)S_AB(s)b,7 52 55.23 +15 8 24.5,7 52 55.23 +15 8 24.5,118.230125,15.140138888888888,J075255.22+150824.4,118.2301,15.140121,0.04,0.036,28.0,,3,,0000000810020010,2004.2906,3,0.05019,17.858,0.024,16.457,0.004,15.715,0.003,15.305,0.003,15.012,0.008,0.108412
7,53,2.43,+,16,53,34.5,2MASX J07530246+1653349,3724963,18706,0.045,,SA_B,(rs),Sbc,4,0.75,SA_B(rs)bc,7 53 2.43 +16 53 34.5,7 53 2.43 +16 53 34.5,118.26012499999999,16.892916666666665,J075302.42+165334.5,118.260118,16.892922,0.043,0.042,102.0,,3,,0000001010021010,2004.2087,3,0.04546,17.656,0.036,16.335,0.005,15.701,0.004,15.346,0.004,15.059,0.012,0.030901
7,53,8.93,+,50,7,50.4,CGCG 236-009,22075,7713,0.019,(R),SB,"(p,r,bl)",Sa,1,1.0,"(R)SB(p,r,bl)a",7 53 8.93 +50 7 50.4,7 53 8.93 +50 7 50.4,118.28720833333331,50.13066666666667,J075308.92+500750.3,118.28717,50.130644,0.046,0.045,159.0,,3,,0000201010021010,2003.8859,2,0.01934,16.792,0.02,14.772,0.002,13.883,0.002,13.464,0.002,13.142,0.003,0.120552
7,53,17.75,+,27,27,38.6,CGCG 148-054,22083,4126,0.027,(RPL),SA_B_a,"(_rs,bl)",S0/a,0,0.75,"(RPL)SA_B_a(_rs,bl)0/a",7 53 17.75 +27 27 38.6,7 53 17.75 +27 27 38.6,118.32395833333331,27.46072222222222,J075317.74+272738.5,118.323951,27.460719,0.052,0.05,135.0,,3,,0000001010020010,2001.9693,3,0.02684,17.011,0.014,15.139,0.002,14.317,0.002,13.906,0.002,13.608,0.003,0.02614
7,54,12.61,+,52,28,4.6,KUG 0750+525,---,8206,0.041,(R2P),SAB,(r),Sb,3,0.5,(R2P)SAB(r)b,7 54 12.61 +52 28 4.6,7 54 12.61 +52 28 4.6,118.55254166666666,52.46794444444445,J075412.61+522804.5,118.552547,52.467932,0.053,0.044,151.0,,3,,0000001090021010,2003.8859,2,0.04133,17.369,0.021,15.543,0.003,14.674,0.002,14.225,0.002,13.894,0.004,0.046339
7,54,24.88,+,39,22,17.5,CGCG 206-038,22141,6542,0.020,(RL),SA_B,"(r,tb)",S0+,-1,0.75,"(RL)SA_B(r,tb)0^+^",7 54 24.88 +39 22 17.5,7 54 24.88 +39 22 17.5,118.60366666666665,39.37152777777778,J075424.88+392217.5,118.603667,39.371528,0.051,0.044,149.0,,3,,0000000010021010,2000.2579,2,0.01986,16.509,0.012,14.5,0.002,13.618,0.002,13.181,0.002,12.836,0.002,0.001339
7,54,32.28,+,43,38,30.6,2MASX J07543223+4338306,2225603,9216,0.104,(R1P),SB,(l),S0/a,0,1.0,(R1P)SB(l)0/a,7 54 32.28 +43 38 30.6,7 54 32.28 +43 38 30.6,118.63449999999999,43.64183333333333,J075432.27+433830.5,118.634476,43.641807,0.055,0.055,0.0,,3,,0000000694020148,2000.2632,3,0.10362,19.176,0.053,17.141,0.007,16.171,0.006,15.769,0.007,15.382,0.01,0.113759
7,54,40.6,+,34,20,34.1,2MASX J07544061+3420340,2047680,26541,0.075,(RP),S_AB,(l),Sa,1,0.25,(RP)S_AB(l)a,7 54 40.6 +34 20 34.1,7 54 40.6 +34 20 34.1,118.66916666666665,34.34280555555556,J075440.60+342034.0,118.669172,34.342796,0.063,0.054,141.0,,3,,0000000010021110,2001.142,3,0.07531,19.087,0.039,17.589,0.006,16.738,0.005,16.301,0.005,15.979,0.011,0.038042
7,55,3.84,+,34,8,30.8,SDSS J075503.83+340830.7,2044521,27320,0.137,,SA,(s),Sbc,4,0.0,SA(s)bc pec,7 55 3.84 +34 8 30.8,7 55 3.84 +34 8 30.8,118.76599999999999,34.141888888888886,J075503.84+340830.7,118.766006,34.141877,0.057,0.047,141.0,,3,,0000000010020010,2001.1448,3,,20.421,0.161,18.396,0.012,17.359,0.008,16.927,0.007,16.629,0.018,0.046192
7,55,25.3,+,39,11,10.1,MRK 0382,22190,24520,0.034,(R12P),SA_B,(r),Sbc,4,0.75,(R12P)SA_B(r)bc,7 55 25.3 +39 11 10.1,7 55 25.3 +39 11 10.1,118.85541666666666,39.186138888888884,J075525.29+391109.8,118.855376,39.186076,0.061,0.06,65.0,,3,,0000000010021210,2001.0715,2,0.03354,16.071,0.007,15.238,0.003,14.671,0.002,14.346,0.002,14.074,0.004,0.253094
7,55,40.17,+,33,42,21.7,2MASX J07554017+3342210,2037357,47686,0.046,(RP:),SB,(_rs),S0/a,0,1.0,(RP:)SB(_rs)0/a,7 55 40.17 +33 42 21.7,7 55 40.17 +33 42 21.7,118.91737499999999,33.706027777777784,J075540.16+334221.6,118.917354,33.706024,0.064,0.059,141.0,,3,,0000000010020110,2001.9642,3,0.04623,18.204,0.044,16.444,0.005,15.651,0.004,15.245,0.004,14.95,0.009,0.063994
7,56,18.15,+,49,43,33.4,2MASX J07561815+4943335,3087375,7183,0.059,,SA,(rl),S0+,-1,0.0,SA(rl)0^+^,7 56 18.15 +49 43 33.4,7 56 18.15 +49 43 33.4,119.075625,49.725944444444444,J075618.14+494333.4,119.075621,49.725957,0.05,0.039,149.0,,3,,0000001010021010,2003.8123,3,0.05897,18.515,0.03,16.679,0.004,15.83,0.003,15.371,0.004,15.053,0.006,0.046328
7,56,34.42,+,13,38,29.7,2MASX J07563442+1338297,1436448,52621,0.085,(R2P),SAB_a,(s),Sa,1,0.5,(R2P)SAB_a(s)a,7 56 34.42 +13 38 29.7,7 56 34.42 +13 38 29.7,119.14341666666665,13.641583333333333,J075634.42+133829.7,119.143416,13.641587,0.041,0.041,135.0,,3,,0000001010021110,2004.9563,2,0.08532,18.662,0.041,16.701,0.004,15.716,0.003,15.241,0.003,14.894,0.006,0.013518
7,56,34.82,+,47,33,49.8,2MASX J07563483+4733499,2300426,5634,0.069,(R1P),SAB,"(p,rs)",Sb,3,0.5,"(R1P)SAB(p,rs)b: pec",7 56 34.82 +47 33 49.8,7 56 34.82 +47 33 49.8,119.14508333333332,47.56383333333333,J075634.81+473349.8,119.145078,47.563859,0.06,0.051,149.0,,3,,0000901090021110,2003.8095,3,0.0692,18.546,0.042,16.996,0.005,16.149,0.005,15.695,0.005,15.366,0.011,0.093273
7,57,19.41,+,39,19,54.4,SDSS J075719.40+391954.3,---,21884,0.096,,SB,(r),Sa,1,1.0,SB(r)a,7 57 19.41 +39 19 54.4,7 57 19.41 +39 19 54.4,119.33087499999998,39.33177777777778,J075719.40+391954.3,119.330871,39.331772,0.058,0.046,142.0,,3,,0000000010020110,2000.9045,2,0.09656,18.655,0.056,16.578,0.005,15.575,0.004,15.105,0.004,14.751,0.007,0.023554
7,57,44.23,+,40,1,19.9,2MASX J07574426+4001193,2159372,90465,0.066,,SA,(_rs),Sab,2,0.0,SA(_rs)ab,7 57 44.23 +40 1 19.9,7 57 44.23 +40 1 19.9,119.43429166666665,40.022194444444445,J075744.23+400119.8,119.434293,40.022191,0.069,0.047,146.0,,3,,0000001010000010,2000.2605,3,0.06594,17.627,0.019,15.992,0.004,15.22,0.003,14.794,0.003,14.511,0.006,0.012794
7,58,50.29,+,9,35,20.8,2MASX J07585028+0935208,1367235,66672,0.046,(R1R2P),S_AB,(l),Sa,1,0.25,(R1R2P)S_AB(l)a,7 58 50.29 +9 35 20.8,7 58 50.29 +9 35 20.8,119.70954166666665,9.589111111111112,J075850.28+093520.7,119.709533,9.589103,0.051,0.048,20.0,,3,,0000001010021210,2005.1941,2,0.04559,17.584,0.017,15.906,0.003,15.111,0.003,14.697,0.003,14.386,0.004,0.042518
7,58,50.42,+,36,47,44.8,2MASX J07585044+3647442,2087136,26739,0.040,(R2P),SA_B,(s),S0/a,0,0.75,(R2P)SA_B(s)0/a,7 58 50.42 +36 47 44.8,7 58 50.42 +36 47 44.8,119.71008333333332,36.79577777777778,J075850.42+364744.7,119.710109,36.795768,0.051,0.051,135.0,,3,,0000200010021110,2001.1421,3,0.04012,18.034,0.022,16.141,0.003,15.253,0.003,14.83,0.003,14.49,0.005,0.081891
7,59,26.73,+,40,15,54.1,2MASX J07592672+4015540,2163248,24528,---,(R1P),S_AB:,(l),Sa,1,0.25,(R1P)S_AB:(l)a:,7 59 26.73 +40 15 54.1,7 59 26.73 +40 15 54.1,119.86137499999998,40.265027777777775,J075926.74+401554.1,119.861421,40.265029,0.06,0.059,65.0,,3,,0000000014020048,2001.0715,2,,18.897,0.033,17.413,0.007,16.644,0.006,16.208,0.007,15.915,0.011,0.126731
7,59,37.15,+,28,32,18.8,2MASX J07593717+2832189,3398012,50635,0.079,,SA,(r),S0+,-1,0.0,SA(r)0^+^,7 59 37.15 +28 32 18.8,7 59 37.15 +28 32 18.8,119.90479166666665,28.538555555555558,J075937.16+283218.8,119.904846,28.538577,0.068,0.064,135.0,,3,,0000000010020010,2002.0242,3,0.07878,18.469,0.025,16.783,0.004,15.983,0.003,15.58,0.004,15.255,0.007,0.188185
7,59,40.12,+,15,23,12.5,UGC 04145,22404,49170,0.015,(RP),SAB,(irpl),Sab,2,0.5,(RP)SAB(irpl)ab,7 59 40.12 +15 23 12.5,7 59 40.12 +15 23 12.5,119.91716666666666,15.386805555555554,J075940.11+152312.5,119.917162,15.386812,0.042,0.036,120.0,,3,,0000401810061010,2004.9483,2,0.01551,15.616,0.006,13.864,0.002,13.053,0.002,12.913,0.002,12.268,0.002,0.028328
7,59,53.69,+,55,22,29.5,CGCG 262-055,22422,8568,0.036,(R1L),S_AB_a,(rl),S0/a,0,0.25,(R1L)S_AB_a(rl)0/a,7 59 53.69 +55 22 29.5,7 59 53.69 +55 22 29.5,119.97370833333332,55.37486111111111,J075953.69+552229.3,119.973718,55.374826,0.052,0.037,60.0,,3,,0000001010021010,2003.8859,2,0.03578,17.196,0.015,15.44,0.003,14.636,0.002,14.228,0.002,13.924,0.003,0.128077
7,59,58.2,+,28,44,15.7,2MASX J07595817+2844155,1844455,50641,0.090,(R12P),SA_B,(irpl),Sb,3,0.75,(R12P)SA_B(irpl)b,7 59 58.2 +28 44 15.7,7 59 58.2 +28 44 15.7,119.99249999999999,28.737694444444447,J075958.20+284415.7,119.99253,28.737697,0.068,0.064,135.0,,3,,0000000010021110,2002.0242,3,0.08979,19.043,0.049,17.157,0.006,16.235,0.004,15.815,0.004,15.449,0.009,0.095483
8,0,12.07,+,55,22,11.8,2MASX J08001204+5522122,22422,9600,0.035,,SA,(r),S0/a,0,0.0,SA(r)0/a,8 0 12.07 +55 22 11.8,8 0 12.07 +55 22 11.8,120.05029166666665,55.36994444444444,J080012.07+552211.8,120.050305,55.369951,0.05,0.049,152.0,,3,,0000001010021010,2003.9134,2,0.03501,17.493,0.026,15.529,0.003,14.626,0.002,14.167,0.002,13.812,0.004,0.035922
8,0,19.96,+,10,53,21.4,2MASX J08001993+1053218,1385947,60037,0.042,,SB,"(r,bl)",S0+,-1,1.0,"SB(r,bl)0^+^",8 0 19.96 +10 53 21.4,8 0 19.96 +10 53 21.4,120.08316666666666,10.889277777777778,J080019.96+105321.4,120.083185,10.889279,0.043,0.041,23.0,,3,,0000001090021010,2005.0956,3,0.04243,18.15,0.03,16.305,0.004,15.472,0.003,15.066,0.003,14.742,0.006,0.064813
8,0,25.5,+,47,56,5.0,2MASX J08002552+4756045,2307215,5409,0.055,(R1P),SAB,"(r,bl)",Sa,1,0.5,"(R1P)SAB(r,bl)a",8 0 25.5 +47 56 5.0,8 0 25.5 +47 56 5.0,120.10624999999999,47.93472222222222,J080025.49+475604.8,120.106224,47.93469,0.053,0.046,59.0,,3,,0000001010020010,2003.8095,3,0.05548,18.741,0.05,16.811,0.005,15.914,0.004,15.473,0.004,15.1,0.008,0.131801
8,0,46.49,+,47,10,36.1,2MASX J08004645+4710365,3131441,11935,0.095,(RP),SA,(_rs),Sbc,4,0.0,(RP)SA(_rs)bc,8 0 46.49 +47 10 36.1,8 0 46.49 +47 10 36.1,120.19370833333332,47.17669444444444,J080046.49+471036.1,120.193747,47.176703,0.057,0.044,146.0,,3,,0000000010000110,2000.3154,2,0.09539,18.675,0.076,16.903,0.008,15.946,0.005,15.467,0.005,15.096,0.012,0.099582
8,0,53.52,+,34,43,15.8,2MASX J08005351+3443161,2053493,48376,0.055,(R),SA,,S0+,-1,0.0,(R)SA0^+^:,8 0 53.52 +34 43 15.8,8 0 53.52 +34 43 15.8,120.22299999999998,34.72105555555556,J080053.52+344315.7,120.223037,34.721042,0.063,0.05,139.0,,3,,0000000010021110,2001.9665,3,0.05481,19.883,0.089,17.982,0.008,17.094,0.006,16.648,0.006,16.32,0.011,0.119823
8,1,7.94,+,29,8,53.1,2MASX J08010795+2908531,3398037,4163,0.073,(R2P),SAB,(s),S0/a,0,0.5,(R2P)SAB(s)0/a,8 1 7.94 +29 8 53.1,8 1 7.94 +29 8 53.1,120.28308333333332,29.148083333333332,J080107.94+290853.1,120.283082,29.148088,0.05,0.049,135.0,,3,,0000101010020010,2001.9693,3,0.07351,18.206,0.032,16.421,0.004,15.522,0.003,15.055,0.003,14.704,0.006,0.017233
8,1,11.36,+,48,54,30.7,2MASX J08011138+4854306,2328548,5641,0.058,(R1P),S_AB,(r),S0+,-1,0.25,(R1P)S_AB(r)0^+^,8 1 11.36 +48 54 30.7,8 1 11.36 +48 54 30.7,120.29733333333333,48.90852777777778,J080111.36+485430.8,120.297341,48.908563,0.059,0.049,147.0,,3,,0000001010000010,2003.8095,3,0.05822,18.435,0.04,16.62,0.005,15.675,0.004,15.241,0.004,14.854,0.008,0.128191
8,1,54.12,+,9,37,33.1,CGCG 059-019,22526,61951,0.016,(RPL),SB,"(r,bl)",Sa,1,1.0,"(RPL)SB(r,bl)a pec",8 1 54.12 +9 37 33.1,8 1 54.12 +9 37 33.1,120.4755,9.625861111111112,J080154.11+093733.0,120.475485,9.625859,0.042,0.042,135.0,,3,,0000901010021010,2005.1886,2,0.01573,16.348,0.014,14.55,0.002,13.775,0.002,13.391,0.002,13.085,0.003,0.053464
8,2,18.4,+,24,21,39.7,2MASX J08021844+2421399,1705577,72802,0.143,(RP),S_AB,(s:),Sab,2,0.25,(RP)S_AB(s:)ab:,8 2 18.4 +24 21 39.7,8 2 18.4 +24 21 39.7,120.57666666666664,24.361027777777778,J080218.39+242139.7,120.576649,24.361028,0.04,0.032,131.0,,3,,0000001010020110,2002.8512,3,0.14274,20.313,0.107,18.19,0.008,17.043,0.006,16.552,0.005,16.165,0.011,0.058103
8,3,3.66,+,36,32,29.7,2MASX J08030365+3632300,2082490,26571,0.090,(R1P),SAB_a,(l),S0/a,0,0.5,(R1P)SAB_a(l)0/a,8 3 3.66 +36 32 29.7,8 3 3.66 +36 32 29.7,120.76525,36.54158333333333,J080303.67+363229.6,120.7653,36.541563,0.061,0.052,142.0,,3,,0001000014020348,2001.1421,3,,18.817,0.035,16.855,0.006,15.941,0.005,15.526,0.006,15.167,0.009,0.162123
8,3,8.74,+,24,39,23.1,CGCG 118-053,22594,39038,0.042,(R2P),SAB_a,(s),S0/a,0,0.5,(R2P)SAB_a(s)0/a,8 3 8.74 +24 39 23.1,8 3 8.74 +24 39 23.1,120.78641666666665,24.656416666666665,J080308.74+243923.1,120.786439,24.656435,0.077,0.071,135.0,,3,,0000000010021010,2002.9497,3,0.04172,17.618,0.023,15.681,0.003,14.819,0.002,14.384,0.002,14.031,0.004,0.098354
8,3,59.2,+,23,45,20.5,2MASX J08035923+2345201,3445790,77880,0.029,,SA,(rl),S0+,-1,0.0,SA(rl)0^+^,8 3 59.2 +23 45 20.5,8 3 59.2 +23 45 20.5,120.99666666666666,23.755694444444444,J080359.20+234520.4,120.996667,23.755679,0.038,0.036,135.0,,3,,0000401010021010,2002.9987,3,0.02939,16.834,0.015,15.177,0.002,14.415,0.002,14.024,0.002,13.712,0.004,0.055565
8,3,59.45,+,24,2,32.7,2MASX J08035943+2402325,1698561,78464,0.059,(R1P),SA_B_a,"(r,bl)",Sab,2,0.75,"(R1P)SA_B_a(r,bl)ab",8 3 59.45 +24 2 32.7,8 3 59.45 +24 2 32.7,120.99770833333334,24.042416666666668,J080359.45+240232.7,120.997716,24.042424,0.036,0.032,38.0,,3,,0000001010020010,2003.0669,3,0.05943,17.74,0.029,15.938,0.003,15.059,0.003,14.613,0.003,14.276,0.006,0.036292
8,4,1.86,+,25,42,24.0,2MASX J08040186+2542235,1746611,73337,---,(R),SAB_a,(irpl),Sab,2,0.5,(R)SAB_a(irpl)ab,8 4 1.86 +25 42 24.0,8 4 1.86 +25 42 24.0,121.00774999999997,25.706666666666667,J080401.85+254223.9,121.007727,25.706656,0.046,0.039,131.0,,3,,00000010100A1010,2002.8512,3,,19.275,0.092,17.204,0.007,16.183,0.005,15.683,0.005,15.327,0.013,0.084208
8,4,13.17,+,55,23,51.7,CGCG 262-067,22657,9406,0.032,(R1P),SB,"(_rs,bl)",Sab,2,1.0,"(R1P)SB(_rs,bl)ab",8 4 13.17 +55 23 51.7,8 4 13.17 +55 23 51.7,121.054875,55.39769444444445,J080413.16+552351.5,121.054842,55.397658,0.057,0.05,60.0,,3,,0000001010021010,2003.9134,2,0.03245,16.974,0.018,14.954,0.002,14.025,0.002,13.584,0.002,13.261,0.003,0.147564
8,4,23.14,+,43,34,57.3,CGCG 207-024,22663,6944,0.041,(R1R2P),SA,(irpl),Sab,2,0.0,(R1R2P)SA(irpl)ab,8 4 23.14 +43 34 57.3,8 4 23.14 +43 34 57.3,121.09641666666666,43.58258333333334,J080423.13+433457.2,121.096382,43.582578,0.049,0.049,0.0,,3,,0000000010021110,2000.2579,2,0.04089,17.604,0.022,15.679,0.003,14.805,0.002,14.382,0.002,14.047,0.005,0.09271
8,4,52.22,+,25,45,43.4,2MASX J08045220+2545438,1748799,73342,0.100,(R2P),SAB,(s),Sb,3,0.5,(R2P)SAB(s)b,8 4 52.22 +25 45 43.4,8 4 52.22 +25 45 43.4,121.21758333333331,25.762055555555555,J080452.21+254543.4,121.217568,25.762062,0.046,0.041,130.0,,3,,0000001090020110,2002.8512,3,0.10016,19.795,0.076,17.901,0.007,16.97,0.006,16.533,0.006,16.165,0.014,0.055023
8,4,52.53,+,42,36,16.5,2MASX J08045248+4236161,2202284,90827,0.041,(L),SA_B_a,(l),S0o,-2,0.75,(L)SA_B_a(l)0^o,8 4 52.53 +42 36 16.5,8 4 52.53 +42 36 16.5,121.21887499999997,42.60458333333334,J080452.52+423616.2,121.218864,42.604517,0.056,0.05,145.0,,3,,0001001014000048,2000.2605,3,0.04066,17.696,0.019,15.814,0.004,14.981,0.003,14.568,0.004,14.26,0.005,0.240644
8,4,55.56,+,56,28,45.1,CGCG 287-039,22689,9621,0.029,"(RP,R)",SA,(r),Sb,3,0.0,"(RP,R)SA(r)b",8 4 55.56 +56 28 45.1,8 4 55.56 +56 28 45.1,121.2315,56.479194444444445,J080455.57+562845.0,121.231556,56.479172,0.05,0.047,146.0,,3,,0000001010021010,2003.9134,2,0.02925,17.158,0.017,15.279,0.003,14.396,0.002,13.976,0.002,13.642,0.004,0.137482
8,5,5.37,+,40,10,28.4,CGCG 207-027,22694,24315,0.050,(R2P),SA_B_a,(l),Sa,1,0.75,(R2P)SA_B_a(l)a,8 5 5.37 +40 10 28.4,8 5 5.37 +40 10 28.4,121.272375,40.17455555555555,J080505.37+401028.4,121.272406,40.174565,0.062,0.052,141.0,,3,,0000000010021210,2001.0715,2,0.05015,17.318,0.014,15.291,0.002,14.393,0.002,13.967,0.002,13.652,0.003,0.092003
8,5,14.1,+,36,49,42.9,2MASX J08051414+3649431,2087714,27345,0.084,(R2P),SAB_a,(s),Sab,2,0.5,(R2P)SAB_a(s)ab:,8 5 14.1 +36 49 42.9,8 5 14.1 +36 49 42.9,121.30875,36.828583333333334,J080514.10+364942.9,121.308768,36.828589,0.054,0.044,141.0,,3,,0000000090020010,2001.1448,3,0.08413,19.187,0.058,17.548,0.007,16.713,0.005,16.246,0.005,15.922,0.011,0.055778
8,5,26.35,+,55,35,33.4,2MASX J08052635+5535335,3726639,9408,---,(RP),SB,(s),Scd,6,1.0,(RP)SB(s)cd:,8 5 26.35 +55 35 33.4,8 5 26.35 +55 35 33.4,121.35979166666667,55.59261111111111,J080526.37+553533.4,121.359875,55.592635,0.055,0.049,60.0,,3,,0000001010021000,2003.9134,2,,18.766,0.029,17.639,0.006,17.096,0.005,16.712,0.006,16.506,0.014,0.190081
8,5,28.12,+,35,56,48.1,IC 2225,22708,47717,0.033,(R),SAB_a,(l),S0/a,0,0.5,(R)SAB_a(l)0/a,8 5 28.12 +35 56 48.1,8 5 28.12 +35 56 48.1,121.36716666666666,35.94669444444444,J080528.11+355648.0,121.367149,35.94669,0.062,0.057,141.0,,3,,0000000010021010,2001.9642,3,0.03309,16.486,0.011,14.51,0.002,13.658,0.002,13.215,0.002,12.907,0.003,0.053638
8,6,7.39,+,52,47,28.3,2MASX J08060745+5247279,2423798,7479,0.087,(R1),SAB_a,(l),S0+,-1,0.5,(R1)SAB_a(l)0^+^:,8 6 7.39 +52 47 28.3,8 6 7.39 +52 47 28.3,121.53079166666664,52.79119444444444,J080607.39+524728.3,121.530825,52.791204,0.052,0.048,148.0,,3,,0000001010020110,2003.8859,2,0.08704,19.723,0.07,17.838,0.008,16.876,0.005,16.454,0.005,16.108,0.011,0.080072
8,6,43.26,+,15,38,15.2,2MASX J08064324+1538144,1489696,48058,0.105,(R2P),S_AB,(l),Sb,3,0.25,(R2P)S_AB(l)b,8 6 43.26 +15 38 15.2,8 6 43.26 +15 38 15.2,121.68024999999997,15.637555555555554,J080643.25+153815.2,121.680232,15.637555,0.05,0.047,121.0,,3,,00000010900A1010,2004.9457,2,0.10504,17.996,0.018,17.196,0.005,16.413,0.004,15.981,0.004,15.719,0.008,0.062267
8,6,44.21,+,6,47,20.4,2MASX J08064423+0647209,1307512,11429,0.054,(R),SB_aa,,Sa,1,1.0,(R)SB_aa,8 6 44.21 +6 47 20.4,8 6 44.21 +6 47 20.4,121.68420833333332,6.789,J080644.21+064720.4,121.684216,6.788999,0.056,0.047,12.0,,3,,0000001010021010,2004.0748,3,0.05383,18.233,0.026,16.361,0.004,15.517,0.003,15.111,0.003,14.813,0.005,0.02774
8,6,44.6,+,9,0,39.7,2MASX J08064458+0900399,1357927,86398,0.102,(R2P),SAB,(l),Sab,2,0.5,(R2P)SAB(l)ab,8 6 44.6 +9 0 39.7,8 6 44.6 +9 0 39.7,121.68583333333332,9.011027777777779,J080644.60+090039.6,121.685839,9.011009,0.054,0.052,19.0,,3,,0000001010020110,1994.1724,3,0.10253,20.008,0.078,18.044,0.007,17.106,0.005,16.667,0.005,16.32,0.012,0.070552
8,7,3.06,+,45,40,35.0,KUG 0803+458A,---,11516,0.050,,SAB,(_rs),Sab,2,0.5,SAB(_rs)ab,8 7 3.06 +45 40 35.0,8 7 3.06 +45 40 35.0,121.76274999999998,45.67638888888889,J080703.05+454035.0,121.762739,45.676397,0.051,0.048,56.0,,3,,0000000010021010,2000.3153,2,0.05015,17.984,0.028,16.493,0.005,15.843,0.004,15.456,0.004,15.209,0.009,0.040237
8,7,23.25,+,5,39,24.1,2MASX J08072323+0539236,---,79409,0.115,,SA,(_rs),Sb,3,0.0,SA(_rs)b:,8 7 23.25 +5 39 24.1,8 7 23.25 +5 39 24.1,121.84687499999998,5.656694444444445,J080723.24+053924.1,121.846856,5.656696,0.051,0.045,11.0,,3,,0000001810000010,2003.0752,2,0.11511,18.243,0.028,17.04,0.005,16.453,0.005,16.082,0.005,15.896,0.012,0.067867
8,7,30.85,+,6,45,13.9,2MASX J08073085+0645138,---,11436,0.051,(RL),SA,(l),S0+,-1,0.0,(RL)SA(l)0^+^,8 7 30.85 +6 45 13.9,8 7 30.85 +6 45 13.9,121.87854166666668,6.753861111111111,J080730.84+064513.9,121.878538,6.753868,0.051,0.046,13.0,,3,,0000001010021110,2004.0748,3,0.05061,18.325,0.028,16.337,0.004,15.404,0.003,14.969,0.003,14.624,0.005,0.02818
8,8,14.63,+,16,22,8.8,SDSS J080814.63+162208.8,---,48141,0.101,,SB,(r),S0+,-1,1.0,SB(r)0^+^,8 8 14.63 +16 22 8.8,8 8 14.63 +16 22 8.8,122.0609583333333,16.36911111111111,J080814.63+162208.8,122.060959,16.369111,0.047,0.042,115.0,,3,,0000001810021310,2004.9457,2,0.10093,19.063,0.068,16.696,0.005,15.464,0.003,15.209,0.003,14.492,0.006,0.00272
8,8,20.28,+,39,1,25.1,2MASX J08082031+3901253,2141849,26770,0.022,(R1),SA,(r),S0+,-1,0.0,(R1)SA(r)0^+^,8 8 20.28 +39 1 25.1,8 8 20.28 +39 1 25.1,122.08449999999999,39.02363888888889,J080820.27+390125.0,122.084487,39.023615,0.049,0.049,135.0,,3,,0000000010021010,2001.1421,3,0.02247,16.924,0.009,15.594,0.003,14.855,0.002,14.458,0.002,14.168,0.004,0.093403
8,8,21.3,+,7,17,12.6,2MASX J08082130+0717129,1318135,11544,---,,SA,(rl),S0+,-1,0.0,SA(rl)0^+^:,8 8 21.3 +7 17 12.6,8 8 21.3 +7 17 12.6,122.08874999999996,7.286833333333333,J080821.29+071712.6,122.088746,7.286835,0.041,0.038,17.0,,3,,0000001010000010,2004.0748,3,,19.763,0.065,17.994,0.007,17.063,0.005,16.641,0.005,16.308,0.012,0.015197
