,JID,RAdeg,DEdeg,z,TType,Bar,Ring,FRing,RC3
361,J121403.95-000410.75,183.517,-0.069,0.021,-2.0,0.0,0.0,0.0,.LAR0..
362,J123805.33-000137.26,189.523,-0.027,0.013,5.0,0.0,0.0,0.0,.SAR3?.
363,J124136.06-000706.00,190.401,-0.118,0.016,9.0,0.0,0.0,0.0,999999
364,J124457.38-000235.29,191.24,-0.043,0.049,-5.0,0.0,0.0,0.0,.LAR-?.
365,J131347.66-000244.15,198.449,-0.045,0.04,1.0,0.0,0.0,0.0,999999
366,J131842.96-001044.16,199.68,-0.178,0.048,-5.0,0.0,0.0,0.0,999999
367,J132828.85-000640.14,202.121,-0.111,0.018,3.0,0.0,0.0,0.0,999999
370,J140505.89-000350.60,211.275,-0.064,0.026,5.0,0.0,0.0,0.0,.S?....
371,J140831.61-000737.33,212.132,-0.127,0.026,6.0,4.0,0.0,0.0,999999
372,J141153.45-000302.37,212.973,-0.05,0.054,0.0,0.0,0.0,0.0,999999
373,J141153.80-000203.07,212.975,-0.034,0.053,4.0,0.0,0.0,0.0,999999
374,J141427.02-001142.82,213.613,-0.195,0.054,8.0,0.0,0.0,0.0,999999
375,J141850.06-000537.70,214.709,-0.093,0.053,5.0,0.0,0.0,0.0,999999
376,J143842.98-000027.88,219.68,-0.007,0.034,1.0,0.0,0.0,0.0,999999
377,J145059.73-000215.06,222.749,-0.037,0.043,99.0,0.0,0.0,0.0,999999
379,J150853.94-001149.04,227.225,-0.196,0.055,-2.0,0.0,0.0,0.0,999999
380,J150901.03-000957.24,227.255,-0.165,0.035,-5.0,0.0,0.0,0.0,999999
381,J152817.60-000755.69,232.074,-0.132,0.038,6.0,4.0,0.0,0.0,999999
382,J153657.12-000516.15,234.239,-0.087,0.04,1.0,0.0,0.0,0.0,999999
383,J154040.56-000933.56,235.17,-0.159,0.079,3.0,72.0,0.0,0.0,999999
384,J084648.77+001812.67,131.704,0.304,0.03,5.0,0.0,0.0,0.0,999999
385,J084845.63+001729.46,132.191,0.292,0.054,4.0,4.0,0.0,0.0,999999
386,J085031.69+001908.63,132.633,0.32,0.054,2.0,0.0,0.0,0.0,999999
387,J085050.70+002223.85,132.712,0.374,0.053,-5.0,0.0,0.0,0.0,999999
388,J085109.80+001512.92,132.791,0.254,0.041,-3.0,0.0,0.0,0.0,999999
389,J085358.67+002100.15,133.495,0.351,0.029,3.0,2.0,0.0,0.0,999999
390,J085915.69+002329.91,134.816,0.392,0.012,99.0,0.0,0.0,0.0,999999
393,J092833.01+001731.39,142.138,0.293,0.088,-5.0,0.0,0.0,0.0,999999
394,J093410.47+001528.57,143.544,0.258,0.016,6.0,0.0,0.0,0.0,999999
395,J093514.34+002432.87,143.81,0.41,0.026,-5.0,0.0,0.0,0.0,999999
396,J094312.04+002450.98,145.801,0.415,0.026,5.0,0.0,0.0,0.0,.S..4..
397,J094846.29+001618.95,147.193,0.272,0.021,1.0,0.0,0.0,0.0,999999
399,J095455.15+002243.13,148.73,0.379,0.047,4.0,0.0,0.0,0.0,999999
401,J100111.87+001945.62,150.3,0.33,0.035,5.0,0.0,0.0,0.0,999999
404,J100734.13+001638.13,151.893,0.278,0.034,4.0,0.0,0.0,0.0,999999
405,J100756.41+001619.78,151.986,0.273,0.034,-2.0,0.0,0.0,0.0,999999
406,J100813.29+002259.21,152.056,0.384,0.063,-2.0,0.0,0.0,0.0,999999
407,J101437.14+002029.46,153.655,0.342,0.072,-5.0,0.0,0.0,0.0,999999
408,J102151.59+002436.37,155.465,0.411,0.022,3.0,0.0,0.0,0.0,999999
410,J103145.72+002316.56,157.941,0.388,0.029,7.0,0.0,0.0,0.0,999999
411,J103657.36+001347.10,159.24,0.23,0.03,5.0,0.0,0.0,0.0,.S?....
412,J104911.26+002244.61,162.297,0.38,0.041,5.0,0.0,0.0,0.0,999999
414,J104924.39+001355.17,162.352,0.232,0.04,0.0,0.0,0.0,0.0,999999
415,J104941.16+002147.15,162.422,0.364,0.039,-5.0,0.0,0.0,0.0,.E?....
416,J104958.85+001920.29,162.496,0.323,0.04,-5.0,0.0,0.0,0.0,.S?....
418,J104959.39+002111.73,162.498,0.354,0.038,3.0,0.0,0.0,0.0,999999
420,J110633.27+001648.07,166.639,0.281,0.043,0.0,0.0,0.0,0.0,.LA.+?/
421,J110839.61+001703.51,167.166,0.285,0.025,1.0,0.0,0.0,0.0,999999
422,J110840.90+002330.25,167.171,0.392,0.026,5.0,0.0,0.0,0.0,999999
423,J112049.29+002324.62,170.206,0.391,0.025,-2.0,0.0,0.0,0.0,999999
424,J112517.90+002101.74,171.325,0.351,0.041,4.0,0.0,0.0,0.0,.SAT4*.
426,J120018.00+001741.95,180.075,0.295,0.021,6.0,0.0,0.0,0.0,PSB.1P?
430,J122614.43+001601.93,186.561,0.268,0.023,6.0,0.0,0.0,0.0,.L...?.
432,J123901.13+002155.99,189.755,0.366,0.024,-5.0,0.0,0.0,0.0,.E...*.
433,J124651.20+001749.30,191.714,0.298,0.09,-5.0,0.0,0.0,0.0,999999
435,J125516.57+001448.81,193.82,0.247,0.048,-5.0,0.0,0.0,0.0,999999
436,J130234.65+002054.85,195.645,0.349,0.068,-5.0,0.0,0.0,0.0,999999
437,J131809.33+001322.18,199.539,0.223,0.032,7.0,8.0,0.0,0.0,999999
438,J132123.09+002032.64,200.347,0.343,0.019,1.0,0.0,0.0,0.0,.S..1*.
439,J132146.48+001255.21,200.444,0.216,0.035,4.0,0.0,0.0,0.0,999999
440,J132959.92+001818.35,202.5,0.306,0.022,-5.0,0.0,0.0,0.0,999999
443,J141153.87+001322.70,212.975,0.223,0.056,-5.0,0.0,0.0,0.0,999999
444,J141730.64+002101.88,214.378,0.351,0.054,-5.0,0.0,0.0,0.0,999999
445,J141759.60+001602.72,214.499,0.268,0.054,-5.0,0.0,0.0,0.0,999999
446,J142940.63+002159.03,217.42,0.367,0.056,-5.0,0.0,0.0,0.0,999999
447,J143046.01+001451.62,217.692,0.248,0.055,4.0,72.0,0.0,0.0,999999
448,J143230.43+001628.87,218.127,0.275,0.026,8.0,0.0,0.0,0.0,999999
449,J143525.34+002003.71,218.856,0.335,0.035,4.0,0.0,0.0,0.0,999999
450,J144258.24+001608.36,220.743,0.269,0.03,-2.0,8.0,0.0,0.0,999999
451,J144452.11+002156.90,221.218,0.366,0.037,5.0,0.0,0.0,0.0,999999
452,J151640.21+001501.91,229.168,0.251,0.053,-5.0,0.0,0.0,0.0,999999
453,J151720.71+001413.98,229.337,0.238,0.059,-2.0,0.0,0.0,0.0,999999
455,J152735.28+001721.08,231.898,0.29,0.05,1.0,0.0,0.0,0.0,999999
456,J153046.50+001640.20,232.694,0.278,0.03,6.0,8.0,0.0,0.0,999999
457,J084747.96+003913.37,131.95,0.654,0.059,0.0,0.0,0.0,0.0,999999
458,J085012.38+003924.58,132.552,0.657,0.043,0.0,0.0,0.0,0.0,999999
461,J085919.18+004751.94,134.83,0.798,0.014,6.0,0.0,0.0,0.0,999999
463,J093329.37+003932.90,143.373,0.66,0.052,-5.0,0.0,0.0,0.0,999999
464,J093439.31+004117.08,143.664,0.689,0.026,2.0,0.0,0.0,0.0,999999
465,J094405.02+004400.72,146.021,0.734,0.037,-5.0,0.0,0.0,0.0,999999
466,J094551.11+003819.30,146.463,0.639,0.031,6.0,72.0,0.0,0.0,999999
467,J094711.77+004209.67,146.8,0.703,0.031,9.0,66.0,0.0,0.0,999999
468,J094805.20+004516.04,147.022,0.755,0.062,-5.0,0.0,0.0,0.0,999999
469,J095320.21+004151.73,148.335,0.698,0.013,1.0,16.0,0.0,0.0,.L..0*/
470,J095405.92+003901.93,148.525,0.651,0.035,6.0,4.0,0.0,0.0,999999
471,J095424.18+004925.35,148.601,0.824,0.048,-5.0,0.0,0.0,0.0,999999
472,J095725.12+004351.34,149.355,0.731,0.087,5.0,0.0,0.0,0.0,999999
473,J095743.25+004123.77,149.431,0.69,0.046,2.0,0.0,0.0,0.0,999999
474,J100024.36+004216.51,150.102,0.705,0.034,3.0,68.0,0.0,0.0,999999
475,J100413.72+004844.84,151.058,0.813,0.063,1.0,0.0,0.0,0.0,999999
476,J100549.83+003800.05,151.458,0.634,0.021,-5.0,0.0,0.0,0.0,999999
477,J100550.67+003754.46,151.462,0.632,0.022,-5.0,0.0,0.0,0.0,999999
479,J102231.36+004134.90,155.631,0.694,0.034,-2.0,0.0,0.0,0.0,999999
480,J102542.13+004546.87,156.426,0.764,0.022,0.0,0.0,0.0,0.0,999999
482,J103450.57+004035.02,158.711,0.677,0.033,-3.0,0.0,0.0,0.0,999999
483,J104034.48+004902.68,160.144,0.818,0.066,2.0,0.0,0.0,0.0,999999
484,J104153.41+004735.53,160.473,0.794,0.019,6.0,4.0,0.0,0.0,.I..9*.
485,J104754.60+004845.17,161.978,0.813,0.017,7.0,0.0,0.0,0.0,999999
486,J105426.08+003949.44,163.609,0.664,0.038,0.0,0.0,0.0,0.0,999999
490,J110946.24+004849.41,167.443,0.814,0.063,1.0,0.0,0.0,0.0,RSAR0P?
492,J112409.18+004202.04,171.039,0.701,0.026,6.0,0.0,0.0,0.0,.S?....
493,J112418.63+003837.44,171.078,0.644,0.027,6.0,8.0,0.0,0.0,.SBS5..
494,J112558.59+004917.39,171.495,0.822,0.05,-5.0,0.0,0.0,0.0,999999
495,J113213.45+004909.41,173.057,0.82,0.02,5.0,0.0,0.0,0.0,.SAT4P*
496,J113246.05+004543.37,173.192,0.763,0.069,-3.0,0.0,0.0,0.0,999999
497,J120803.95+004151.39,182.017,0.698,0.02,9.0,72.0,0.0,0.0,999999
498,J121429.22+004948.39,183.622,0.831,0.021,1.0,0.0,0.0,0.0,.SXR1*.
499,J121445.44+004436.70,183.69,0.744,0.021,5.0,0.0,0.0,0.0,999999
500,J121925.22+003751.42,184.856,0.631,0.022,-2.0,0.0,0.0,0.0,999999
501,J123306.03+004641.97,188.276,0.779,0.032,-2.0,0.0,0.0,0.0,999999
502,J123911.37+004302.87,189.798,0.718,0.018,6.0,8.0,0.0,0.0,.SXS6*.
504,J124012.19+004144.40,190.051,0.696,0.047,-5.0,0.0,0.0,0.0,999999
505,J130105.68+004530.20,195.274,0.759,0.082,-5.0,0.0,0.0,0.0,999999
506,J130243.53+003949.83,195.682,0.664,0.041,5.0,4.0,0.0,0.0,999999
507,J131137.47+003956.92,197.907,0.666,0.019,4.0,4.0,0.0,0.0,.SB?...
508,J132913.84+004342.66,202.308,0.729,0.023,6.0,4.0,0.0,0.0,999999
510,J134755.68+004654.59,206.983,0.782,0.092,4.0,0.0,0.0,0.0,999999
511,J135244.10+004809.74,208.184,0.803,0.016,-2.0,0.0,0.0,0.0,999999
512,J140327.84+004359.60,210.867,0.734,0.044,4.0,0.0,0.0,0.0,999999
513,J142300.98+004739.67,215.755,0.795,0.055,-5.0,0.0,0.0,0.0,999999
514,J143232.24+004617.42,218.135,0.772,0.035,-2.0,0.0,0.0,0.0,999999
515,J143320.95+005014.40,218.338,0.838,0.035,-2.0,0.0,0.0,0.0,999999
517,J145453.12+003825.48,223.722,0.641,0.044,4.0,0.0,0.0,0.0,999999
518,J145909.85+004534.47,224.792,0.76,0.042,-5.0,0.0,0.0,0.0,999999
519,J150725.61+003920.69,226.857,0.656,0.036,1.0,0.0,0.0,0.0,999999
520,J151146.95+003921.14,227.946,0.656,0.051,5.0,0.0,0.0,0.0,999999
522,J151754.01+004943.22,229.476,0.829,0.039,-5.0,0.0,0.0,0.0,999999
523,J152850.22+004638.11,232.21,0.778,0.04,-5.0,0.0,0.0,0.0,999999
524,J152911.42+004327.28,232.298,0.725,0.04,4.0,0.0,0.0,0.0,999999
525,J153258.06+004238.45,233.242,0.711,0.038,-2.0,0.0,0.0,0.0,999999
526,J153321.78+004643.14,233.341,0.779,0.053,-5.0,0.0,0.0,0.0,999999
527,J153603.48+003749.27,234.015,0.631,0.095,99.0,0.0,0.0,0.0,999999
528,J104222.72+010734.85,160.595,1.127,0.072,-5.0,0.0,0.0,0.0,999999
529,J105228.60+010341.21,163.12,1.062,0.04,99.0,0.0,0.0,0.0,999999
530,J105917.85+010912.50,164.825,1.154,0.04,-5.0,0.0,0.0,0.0,CE.....
531,J110001.05+010644.03,165.005,1.113,0.039,4.0,0.0,0.0,0.0,999999
532,J115657.01+010657.12,179.238,1.116,0.04,1.0,0.0,0.0,0.0,999999
533,J115705.93+010732.14,179.275,1.126,0.04,1.0,0.0,0.0,0.0,999999
535,J120940.88+011022.23,182.421,1.173,0.078,-5.0,0.0,0.0,0.0,999999
536,J121604.48+011049.53,184.019,1.181,0.05,4.0,0.0,0.0,0.0,PSBS3*.
537,J122404.89+011123.25,186.021,1.19,0.025,5.0,8.0,0.0,0.0,999999
538,J122411.84+011246.86,186.05,1.214,0.027,5.0,0.0,0.0,0.0,.SXR4..
539,J122921.63+010324.97,187.341,1.057,0.024,5.0,0.0,0.0,0.0,.SBT4P.
540,J131058.62+010842.52,197.745,1.146,0.036,4.0,0.0,0.0,0.0,999999
542,J131802.34+010650.69,199.51,1.115,0.081,-2.0,0.0,0.0,0.0,999999
543,J132945.00+011058.70,202.438,1.183,0.022,-5.0,0.0,0.0,0.0,999999
544,J133647.92+010914.14,204.2,1.154,0.047,5.0,0.0,0.0,0.0,999999
545,J135942.73+010637.28,209.929,1.111,0.049,10.0,0.0,0.0,0.0,999999
546,J135946.01+010432.90,209.942,1.076,0.05,4.0,8.0,0.0,0.0,999999
548,J005915.31+133433.39,14.814,13.576,0.041,-2.0,0.0,0.0,0.0,999999
549,J010704.76+133524.05,16.77,13.591,0.055,1.0,0.0,0.0,0.0,999999
550,J011512.58+132751.39,18.803,13.465,0.06,-5.0,0.0,0.0,0.0,999999
551,J011554.29+132112.06,18.977,13.354,0.015,-2.0,0.0,0.0,0.0,999999
552,J013025.40+131341.05,22.606,13.229,0.074,1.0,0.0,0.0,0.0,999999
553,J014545.08+125618.70,26.438,12.939,0.075,2.0,0.0,0.0,0.0,999999
554,J014836.90+124222.07,27.154,12.707,0.027,10.0,0.0,0.0,0.0,999999
555,J014911.62+125111.71,27.299,12.854,0.027,0.0,16.0,0.0,0.0,.S..1*.
556,J014921.15+124254.20,27.339,12.716,0.034,5.0,0.0,0.0,0.0,.S..6*.
557,J015946.42+122727.00,29.944,12.458,0.032,99.0,0.0,0.0,0.0,999999
558,J004735.13+140918.45,11.897,14.156,0.039,5.0,0.0,0.0,0.0,999999
561,J011003.16+135841.34,17.514,13.979,0.059,-5.0,0.0,0.0,0.0,999999
562,J013104.76+133858.82,22.77,13.65,0.02,-5.0,0.0,0.0,0.0,999999
563,J013142.28+133455.76,22.927,13.583,0.045,4.0,0.0,0.0,0.0,999999
564,J013407.55+132930.60,23.532,13.492,0.062,2.0,0.0,0.0,0.0,999999
565,J014326.66+131912.98,25.862,13.321,0.028,-2.0,0.0,0.0,0.0,999999
567,J014907.18+130538.96,27.28,13.095,0.087,1.0,0.0,0.0,0.0,999999
568,J014933.52+131400.10,27.39,13.234,0.017,-3.0,0.0,0.0,0.0,999999
569,J015122.26+130337.25,27.843,13.061,0.065,1.0,0.0,0.0,0.0,999999
572,J015517.64+125935.50,28.824,12.994,0.033,7.0,0.0,0.0,0.0,999999
573,J020055.07+125608.74,30.23,12.936,0.046,4.0,0.0,0.0,0.0,999999
576,J003938.31+143951.22,9.91,14.665,0.018,1.0,0.0,0.0,0.0,999999
577,J004522.30+143400.04,11.343,14.567,0.055,2.0,0.0,0.0,0.0,999999
578,J005157.28+143348.40,12.989,14.564,0.078,-5.0,0.0,0.0,0.0,999999
579,J005227.91+143106.00,13.117,14.519,0.019,6.0,0.0,0.0,0.0,.S..6*.
580,J010430.12+143014.10,16.126,14.504,0.041,-5.0,0.0,0.0,0.0,999999
581,J010925.84+141953.63,17.358,14.332,0.061,-2.0,0.0,0.0,0.0,999999
584,J010927.18+141536.17,17.364,14.261,0.061,-5.0,0.0,0.0,0.0,999999
585,J011736.92+141304.34,19.404,14.218,0.053,-5.0,0.0,0.0,0.0,999999
586,J012408.09+140204.14,21.034,14.035,0.056,-5.0,0.0,0.0,0.0,999999
587,J012725.19+140316.35,21.855,14.055,0.024,-2.0,0.0,0.0,0.0,999999
588,J012855.83+140435.46,22.233,14.077,0.022,7.0,0.0,0.0,0.0,999999
589,J013114.48+140200.68,22.811,14.034,0.03,6.0,0.0,0.0,0.0,999999
590,J014143.18+134032.92,25.43,13.676,0.046,99.0,0.0,0.0,0.0,999999
591,J014844.24+134157.93,27.185,13.7,0.045,2.0,0.0,0.0,0.0,999999
592,J015424.41+133228.02,28.602,13.542,0.021,-2.0,0.0,0.0,0.0,.S..2..
593,J015459.59+132858.64,28.749,13.483,0.022,3.0,16.0,0.0,0.0,.S..4..
594,J015755.83+132129.30,29.483,13.359,0.045,-3.0,0.0,0.0,0.0,999999
595,J020519.87+131530.63,31.333,13.259,0.027,-5.0,0.0,0.0,0.0,999999
596,J020529.28+131503.54,31.373,13.251,0.025,-5.0,0.0,0.0,0.0,999999
597,J020720.31+130154.37,31.835,13.032,0.049,-2.0,0.0,0.0,0.0,999999
598,J021149.09+130115.79,32.955,13.022,0.061,-5.0,0.0,0.0,0.0,999999
599,J002846.82+150529.41,7.196,15.092,0.043,1.0,0.0,0.0,0.0,999999
600,J003234.97+150210.45,8.146,15.037,0.018,10.0,0.0,0.0,0.0,999999
602,J003910.42+150849.46,9.794,15.148,0.039,99.0,68.0,0.0,0.0,999999
603,J004631.55+145905.97,11.632,14.985,0.04,5.0,0.0,0.0,0.0,999999
605,J010542.07+144404.09,16.426,14.735,0.041,2.0,0.0,0.0,0.0,999999
607,J011907.98+143555.61,19.784,14.599,0.038,6.0,0.0,0.0,0.0,999999
608,J012012.10+143340.65,20.051,14.562,0.038,-5.0,0.0,0.0,0.0,999999
609,J012130.66+143017.96,20.378,14.506,0.014,5.0,0.0,0.0,0.0,999999
610,J012523.68+143111.95,21.349,14.52,0.037,3.0,0.0,0.0,0.0,.S..3..
613,J013039.99+142613.25,22.667,14.438,0.055,3.0,0.0,0.0,0.0,999999
614,J014533.74+140133.44,26.391,14.026,0.045,1.0,0.0,0.0,0.0,999999
615,J014911.89+140301.84,27.3,14.051,0.07,-5.0,0.0,0.0,0.0,999999
616,J014908.40+135747.72,27.285,13.964,0.071,-5.0,0.0,0.0,0.0,999999
617,J020353.23+134011.97,30.972,13.67,0.033,-5.0,0.0,0.0,0.0,999999
618,J020517.54+133020.59,31.324,13.506,0.026,2.0,0.0,0.0,0.0,999999
619,J021337.66+132741.51,33.407,13.462,0.042,-5.0,0.0,0.0,0.0,999999
620,J021412.12+132612.77,33.551,13.437,0.042,0.0,0.0,0.0,0.0,999999
621,J003749.14+153155.80,9.455,15.533,0.039,1.0,0.0,0.0,0.0,999999
622,J004229.85+152348.06,10.625,15.397,0.079,1.0,8.0,0.0,0.0,999999
623,J005450.89+151641.25,13.713,15.279,0.039,2.0,0.0,0.0,0.0,999999
625,J010358.75+151450.14,15.995,15.248,0.042,-3.0,0.0,0.0,0.0,999999
626,J011106.18+151019.60,17.776,15.173,0.039,5.0,0.0,0.0,0.0,999999
627,J011324.27+151427.82,18.352,15.242,0.042,4.0,8.0,0.0,0.0,999999
628,J011845.85+145935.68,19.692,14.994,0.024,4.0,72.0,0.0,0.0,.S?....
629,J012513.25+145220.91,21.306,14.873,0.022,5.0,0.0,0.0,0.0,.S?....
630,J012731.03+144911.29,21.88,14.82,0.022,7.0,2.0,0.0,0.0,999999
632,J013619.34+143924.62,24.081,14.657,0.034,-2.0,0.0,0.0,0.0,999999
633,J015816.22+141747.82,29.568,14.297,0.027,-5.0,0.0,0.0,0.0,999999
635,J020455.75+140055.34,31.233,14.016,0.032,-5.0,0.0,0.0,0.0,999999
636,J020939.47+135859.45,32.415,13.984,0.05,2.0,4.0,0.0,0.0,999999
637,J021133.55+135501.65,32.89,13.918,0.027,0.0,0.0,0.0,0.0,999999
639,J002859.79+155814.05,7.25,15.971,0.081,1.0,0.0,0.0,0.0,999999
640,J003110.43+155312.80,7.794,15.887,0.062,-2.0,0.0,0.0,0.0,999999
641,J005059.42+155323.55,12.748,15.89,0.079,-5.0,0.0,0.0,0.0,999999
642,J005532.61+154632.95,13.886,15.776,0.038,99.0,8.0,0.0,0.0,999999
643,J011124.80+153423.18,17.854,15.574,0.062,-5.0,0.0,0.0,0.0,999999
644,J011247.98+153143.02,18.2,15.529,0.041,-5.0,0.0,0.0,0.0,999999
645,J011253.89+153608.88,18.225,15.603,0.041,-2.0,0.0,0.0,0.0,999999
646,J011259.57+152928.64,18.249,15.492,0.044,-5.0,0.0,0.0,0.0,999999
647,J011315.68+153059.24,18.316,15.517,0.047,-5.0,0.0,0.0,0.0,999999
648,J011316.20+153010.54,18.318,15.503,0.045,-3.0,0.0,0.0,0.0,999999
649,J011249.84+153019.52,18.208,15.506,0.043,-2.0,4.0,0.0,0.0,999999
650,J011254.02+153249.12,18.226,15.547,0.047,-2.0,0.0,0.0,0.0,999999
651,J011259.42+153529.20,18.248,15.592,0.041,3.0,0.0,0.0,0.0,999999
652,J011302.83+153138.77,18.262,15.528,0.046,-5.0,0.0,0.0,0.0,999999
653,J011347.62+153029.87,18.449,15.509,0.046,-2.0,0.0,0.0,0.0,999999
654,J011416.80+153533.02,18.571,15.593,0.039,0.0,0.0,0.0,0.0,999999
655,J011821.68+152433.99,19.591,15.41,0.038,-5.0,0.0,0.0,0.0,999999
656,J013854.76+150117.70,24.729,15.022,0.028,-5.0,0.0,0.0,0.0,999999
657,J013851.94+150258.85,24.717,15.05,0.028,-5.0,0.0,0.0,0.0,999999
658,J015712.97+144407.63,29.305,14.736,0.027,-5.0,0.0,0.0,0.0,999999
659,J015642.24+143543.59,29.177,14.596,0.083,-5.0,0.0,0.0,0.0,999999
660,J020249.96+143114.11,30.709,14.521,0.032,99.0,4.0,0.0,0.0,999999
661,J020824.98+142058.42,32.105,14.35,0.015,5.0,0.0,0.0,0.0,.S..3..
662,J021130.77+141801.76,32.879,14.301,0.027,-2.0,0.0,0.0,0.0,999999
663,J021131.43+141202.34,32.881,14.201,0.026,0.0,0.0,0.0,0.0,999999
664,J003546.93+135901.50,8.946,13.984,0.037,4.0,0.0,0.0,0.0,999999
665,J003817.37+135925.51,9.573,13.991,0.058,2.0,0.0,0.0,0.0,999999
666,J003902.68+140519.94,9.762,14.089,0.066,-2.0,0.0,0.0,0.0,999999
667,J005623.00+135234.79,14.096,13.877,0.083,-5.0,0.0,0.0,0.0,.L...?.
668,J005620.78+135143.70,14.087,13.863,0.04,0.0,0.0,0.0,0.0,999999
669,J011002.52+133850.89,17.511,13.648,0.059,1.0,0.0,0.0,0.0,999999
670,J011425.01+134309.98,18.605,13.72,0.062,-5.0,0.0,0.0,0.0,999999
671,J011541.83+133715.62,18.925,13.621,0.062,-3.0,0.0,0.0,0.0,999999
672,J011823.43+133728.42,19.598,13.625,0.039,5.0,0.0,0.0,0.0,999999
673,J013006.16+131702.11,22.526,13.284,0.038,2.0,0.0,0.0,0.0,999999
674,J013317.71+131955.29,23.324,13.333,0.01,6.0,4.0,0.0,0.0,.S..6*.
675,J013353.30+132412.25,23.473,13.404,0.063,-3.0,0.0,0.0,0.0,999999
676,J014247.42+131050.01,25.698,13.181,0.097,-5.0,0.0,0.0,0.0,999999
677,J014401.41+130426.92,26.006,13.075,0.028,7.0,8.0,0.0,0.0,999999
678,J014659.18+130730.43,26.747,13.126,0.019,2.0,0.0,0.0,0.0,.S?....
679,J014902.53+125539.11,27.261,12.928,0.018,-2.0,0.0,0.0,0.0,999999
680,J014914.06+130319.22,27.309,13.056,0.017,-5.0,0.0,0.0,0.0,.E.....
681,J020326.57+123521.14,30.861,12.59,0.047,-5.0,0.0,0.0,0.0,999999
682,J021423.64+122015.53,33.599,12.338,0.041,1.0,0.0,0.0,0.0,999999
683,J003506.48+142117.35,8.778,14.355,0.039,99.0,0.0,0.0,0.0,999999
684,J003847.43+142858.92,9.698,14.484,0.034,4.0,0.0,0.0,0.0,999999
685,J004332.39+142033.21,10.885,14.343,0.015,5.0,0.0,0.0,0.0,999999
686,J005601.98+141349.24,14.009,14.231,0.04,2.0,0.0,0.0,0.0,.S..6*.
688,J011024.51+141238.76,17.603,14.211,0.061,-5.0,0.0,0.0,0.0,999999
689,J011108.31+141322.08,17.785,14.223,0.054,-5.0,0.0,0.0,0.0,999999
690,J012853.25+134737.65,22.222,13.794,0.022,5.0,0.0,0.0,0.0,.S..4..
691,J014042.67+133304.69,25.178,13.552,0.045,-2.0,0.0,0.0,0.0,999999
692,J014331.73+133049.54,25.883,13.514,0.054,5.0,0.0,0.0,0.0,999999
693,J014924.82+132208.24,27.354,13.369,0.016,3.0,0.0,0.0,0.0,.S?....
694,J015102.02+131747.60,27.759,13.297,0.018,6.0,0.0,0.0,0.0,.S?....
695,J015615.24+130957.06,29.064,13.166,0.026,5.0,0.0,0.0,0.0,.S..7..
696,J015651.97+131246.00,29.217,13.213,0.045,-5.0,0.0,0.0,0.0,999999
697,J015703.77+131001.45,29.266,13.168,0.033,-5.0,0.0,0.0,0.0,999999
698,J015720.03+131013.41,29.334,13.171,0.045,-2.0,0.0,0.0,0.0,999999
700,J005735.94+143605.38,14.4,14.602,0.078,2.0,0.0,0.0,0.0,999999
703,J012002.62+142142.32,20.011,14.362,0.032,99.0,0.0,0.0,0.0,999999
704,J014629.80+135709.52,26.625,13.953,0.045,-5.0,0.0,0.0,0.0,999999
705,J014928.46+134231.74,27.369,13.709,0.057,-2.0,0.0,0.0,0.0,999999
706,J015046.48+134127.62,27.694,13.691,0.045,-5.0,0.0,0.0,0.0,999999
707,J015414.51+134043.29,28.561,13.679,0.021,-5.0,0.0,0.0,0.0,999999
708,J020851.36+132148.96,32.215,13.364,0.061,3.0,0.0,0.0,0.0,999999
709,J021148.16+130919.28,32.951,13.156,0.078,-5.0,0.0,0.0,0.0,999999
711,J004116.18+151301.59,10.318,15.218,0.018,99.0,0.0,0.0,0.0,999999
712,J005741.88+150404.94,14.425,15.069,0.019,5.0,4.0,0.0,0.0,999999
713,J010238.30+151006.55,15.66,15.169,0.04,-5.0,0.0,0.0,0.0,999999
714,J010832.07+150122.97,17.134,15.024,0.042,-5.0,0.0,0.0,0.0,999999
715,J011114.19+145241.39,17.81,14.879,0.061,-5.0,0.0,0.0,0.0,999999
716,J011146.17+145840.35,17.943,14.978,0.044,-2.0,0.0,0.0,0.0,999999
717,J011508.33+145403.37,18.785,14.901,0.074,2.0,8.0,0.0,0.0,999999
718,J011932.93+145218.88,19.888,14.872,0.014,7.0,0.0,0.0,0.0,999999
719,J012002.00+145139.78,20.009,14.862,0.054,-5.0,0.0,0.0,0.0,999999
720,J012153.32+145344.53,20.473,14.896,0.037,-5.0,0.0,0.0,0.0,999999
722,J012709.53+144634.60,21.79,14.777,0.022,6.0,0.0,0.0,0.0,.S...P
723,J012839.87+144553.80,22.167,14.765,0.046,4.0,0.0,0.0,0.0,999999
725,J012842.03+143633.32,22.176,14.61,0.037,-3.0,0.0,0.0,0.0,999999
726,J013017.16+143918.58,22.572,14.656,0.025,5.0,0.0,0.0,0.0,999999
727,J013600.17+143355.61,24.001,14.566,0.035,-5.0,0.0,0.0,0.0,999999
728,J013720.99+142746.54,24.338,14.463,0.036,5.0,8.0,0.0,0.0,.LXT0..
730,J014755.75+141336.41,26.983,14.227,0.07,-2.0,0.0,0.0,0.0,999999
731,J015337.48+140222.00,28.407,14.04,0.063,-5.0,0.0,0.0,0.0,999999
732,J015429.21+141143.80,28.622,14.196,0.051,99.0,0.0,0.0,0.0,999999
733,J015934.72+140029.51,29.895,14.009,0.016,-2.0,0.0,0.0,0.0,.L.....
734,J015930.96+135637.57,29.88,13.944,0.016,5.0,0.0,0.0,0.0,.S..7..
